Entry,OR_num,Labcode,Labcode_cmt,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context,Context2,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,seed_association,seed_cmt,Reference,Remark,dist_to_coast
336,OR322,SNU08-248,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,경기,시흥,,house,신석기 18호 주거지 노지내부,,charcoal,,-17.5,,4840,50,Bae_et_al_2013,MC,,,,기전문화재연구원,,2904.73117691
337,OR323,SNU08-249,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,경기,시흥,,house,신석기 18호 주거지 노지내부,,charcoal,,-27.86,,4780,50,Bae_et_al_2013,MC,,,,기전문화재연구원,,2904.73117691
338,OR324,SNU08-250,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,경기,시흥,,house,신석기 20호 주거지 내부토,,charcoal,,-23.98,,4860,50,Bae_et_al_2013,MC,,FM G BM G Azuki G,,기전문화재연구원,,2904.73117691
339,OR325,SNU08-251,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,경기,시흥,,house,신석기 22호주거지 바닥층,,charcoal,,-24.78,,4800,50,Bae_et_al_2013,MC,,,,기전문화재연구원,,2904.73117691
340,OR326,SNU08-253,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,경기,시흥,,house,신석기 25호 주거지 노지내부,,charcoal,,-36.81,,4620,70,Bae_et_al_2013,MC,,,,기전문화재연구원,,2904.73117691
347,OR333,SNU08-868,,사계리,,,Sagueri,,1,,33.2378,126.288407,HK,,,제주,,,strat,S3E1 북측벽(JS1-1) 10층,,soil,,-39.6,,9650,60,Bae_et_al_2013,,,,,제주문화유산연구원 2010:254-273,context updated using SO's info,1705.97168197
348,OR334,SNU08-869,,사계리,,,Sagueri,,1,,33.2378,126.288407,HK,,,제주,,,strat,S3E2 북측벽(JS1-2) 10층,,soil,,-24,,6070,60,Bae_et_al_2013,,,,,제주문화유산연구원 2010:254-273,context updated using SO's info,1705.97168197
349,OR335,SNU08-870,,사계리,,,Sagueri,,1,,33.2378,126.288407,HK,,,제주,,,strat,S3E3 북측벽(JS2-1) 8층,,soil,,-31.8,,5740,60,Bae_et_al_2013,,,,,제주문화유산연구원 2010:254-273,context updated using SO's info,1705.97168197
350,OR336,SNU08-871,,사계리,,,Sagueri,,1,,33.2378,126.288407,HK,,,제주,,,strat,S3E4 북측벽(JS2-2) 8층,,soil,,-24,,5210,50,Bae_et_al_2013,,,,,제주문화유산연구원 2010:254-273,context updated using SO's info,1705.97168197
351,OR337,SNU08-872,,사계리,,,Sagueri,,1,,33.2378,126.288407,HK,,,제주,,,strat,S3E5 북측벽(JS3) 7층,,soil,,-23.2,,3950,50,Bae_et_al_2013,,,,,제주문화유산연구원 2010:254-273,context updated using SO's info,1705.97168197
352,OR338,SNU08-873,,사계리,,,Sagueri,,1,,33.2378,126.288407,HK,,,제주,,,strat,layer 6 (JS4),,soil,,,,2610,50,Bae_et_al_2013,,,,,,,1705.97168197
353,OR339,SNU08-874,,사계리,,,Sagueri,,1,,33.2378,126.288407,HK,,,제주,,,strat,S3E1 북측벽(JS5) 5층,,soil,,-21.4,,3070,50,Bae_et_al_2013,,,,,제주문화유산연구원 2010:254-273,context updated using SO's info,1705.97168197
354,OR340,SNU08-875,,사계리,,,Sagueri,,1,,33.2378,126.288407,HK,,,제주,,,strat,N2E1 탐색트렌치 6층,,soil,,-25.8,,5740,60,Bae_et_al_2013,,,,,제주문화유산연구원 2010:254-273,context updated using SO's info,1705.97168197
355,OR341,SNU08-876,,사계리,,,Sagueri,,1,,33.2378,126.288407,HK,,,제주,,,strat,N2E2 탐색트렌치 11층,,soil,,-26.6,,6950,50,Bae_et_al_2013,,,,,제주문화유산연구원 2010:254-273,context updated using SO's info,1705.97168197
356,OR342,SNU08-877,,사계리,,,Sagueri,,1,,33.2378,126.288407,HK,,,제주,,,strat,N2W1② 11층,,soil,,-34.4,,4600,60,Bae_et_al_2013,,,,,제주문화유산연구원 2010:254-273,context updated using SO's info,1705.97168197
357,OR343,SNU08-R094,,영종도,,,Unseodong II-Yongjongdo,운서동2,1,운서동2 (중앙) 좌표,37.501765,126.50171,HK,,,경기,인천,,hearth,III-1 fire place of area 1,,charcoal,,,,4490,60,Bae_et_al_2013,,,,,"인천 운서동 II 유적, 중앙문화재연구원 2010",,1131.72276429
358,OR344,SNU08-R095,,영종도,,,Unseodong II-Yongjongdo,운서동2,1,운서동2 (중앙) 좌표,37.501765,126.50171,HK,,,경기,인천,,house,III-1 dwelling,,charcoal,,,,4780,60,Bae_et_al_2013,,,,,"인천 운서동 II 유적, 중앙문화재연구원 2010",,1131.72276429
359,OR345,SNU08-R096,,영종도,,,Unseodong II-Yongjongdo,운서동2,1,운서동2 (중앙) 좌표,37.501765,126.50171,HK,,,경기,인천,,house,III-2 dwelling,,charcoal,,,,3140,50,Bae_et_al_2013,,,,,"인천 운서동 II 유적, 중앙문화재연구원 2010",,1131.72276429
360,OR346,SNU08-R097,,영종도,,,Unseodong II-Yongjongdo,운서동2,1,운서동2 (중앙) 좌표,37.501765,126.50171,HK,,,경기,인천,,house,III-5 dwelling,,charcoal,,,,3370,50,Bae_et_al_2013,,,,,"인천 운서동 II 유적, 중앙문화재연구원 2010",,1131.72276429
362,OR348,SNU08-775,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,3지역 4호 야외노지,,charcoal,,-20.6,,4060,80,Bae_et_al_2013,,,,,"인천 중산동 유적, 중앙문화재연구원 2011",,904.284261906999
363,OR349,SNU09-R209,,영종도,,,Unseodong I-Yongjongdo,운서동,1,운서동 1 (중앙) 좌표,37.495228,126.495015,HK,,,경기,인천,,house,I-2-3 dwelling,,charcoal,,-22.36,,5040,50,Bae_et_al_2013,,,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",,1270.85057377
364,OR350,SNU09-R210,,영종도,,,Unseodong I-Yongjongdo,운서동,1,운서동 1 (중앙) 좌표,37.495228,126.495015,HK,,,경기,인천,,house,I-2-16 dwelling,,charcoal,,-21.49,,4550,80,Bae_et_al_2013,,,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",,1270.85057377
365,OR351,SNU09-R211,,영종도,,,Unseodong I-Yongjongdo,운서동,1,운서동 1 (중앙) 좌표,37.495228,126.495015,HK,,,경기,인천,,house,I-2-21 dwelling,,charcoal,,-40.12,,4920,80,Bae_et_al_2013,,,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",,1270.85057377
366,OR352,SNU09-R212,,영종도,,,Unseodong I-Yongjongdo,운서동,1,운서동 1 (중앙) 좌표,37.495228,126.495015,HK,,,경기,인천,,house,I-2-30 dwelling,,charcoal,,-23.23,,4990,60,Bae_et_al_2013,,,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",,1270.85057377
367,OR353,SNU09-R213,,영종도,,,Unseodong I-Yongjongdo,운서동,1,운서동 1 (중앙) 좌표,37.495228,126.495015,HK,,,경기,인천,,house,I-2-57 dwelling,,charcoal,,-23.23,,3360,60,Bae_et_al_2013,,,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",,1270.85057377
368,OR354,SNU09-R134,,평거동,,,Pyeonggeodong,,1,,35.16712,128.056004,HK,,,경남,진주,,outdoor hearth,신석기시대 7호 야외노지 바닥,,charcoal,,,,3550,60,Jul 2020 (Kim),,,,,,,6790.08333656
369,OR355,SNU09-047,,용장리,,,Yongjangri,,1,"청동기유구위치를 임의로 사용하였으나, 신석기 유구가 있는지는 추가확인필요",35.78921,129.205119,HK,,,경북,경주,,pit,pit1 sample1,,charcoal,,,,4500,60,Bae_et_al_2013,,,,,,,25740.9207276
370,OR356,SNU09-048,,용장리,,,Yongjangri,,1,"청동기유구위치를 임의로 사용하였으나, 신석기 유구가 있는지는 추가확인필요",35.78921,129.205119,HK,,,경북,경주,,pit,pit1 sample2,,charcoal,,,,4560,60,Bae_et_al_2013,,,,,,,25740.9207276
371,OR357,SNU09-049,,용장리,,,Yongjangri,,1,"청동기유구위치를 임의로 사용하였으나, 신석기 유구가 있는지는 추가확인필요",35.78921,129.205119,HK,,,경북,경주,,pit,pit1 sample3,,charcoal,,,,4360,60,Bae_et_al_2013,,,,,,,25740.9207276
372,OR358,SNU09-R057,,외도?,,,Oedo,,2,"외도운동장위치를 임의로 사용하였으나, 이곳이 신석기 유구위치인지는 추후확인필요",33.48783,126.436099,HK,,,제주,,,strat,N6E9 Grid Northeast,,charcoal,,,,4280,60,Bae_et_al_2013,,,,,,,826.019514984
373,OR359,SNU09-R058,,외도?,,,Oedo,,2,"외도운동장위치를 임의로 사용하였으나, 이곳이 신석기 유구위치인지는 추후확인필요",33.48783,126.436099,HK,,,제주,,,strat,N6E7 Grid,,charcoal,,,,6230,60,Bae_et_al_2013,,,,,,,826.019514984
374,OR360,SNU09-R059,,외도?,,,Oedo,,2,"외도운동장위치를 임의로 사용하였으나, 이곳이 신석기 유구위치인지는 추후확인필요",33.48783,126.436099,HK,,,제주,,,strat,N5E7 Grid Northwest,,charcoal,,,,6760,60,Bae_et_al_2013,,,,,,,826.019514984
375,OR361,SNU09-R060,,외도?,,,Oedo,,2,"외도운동장위치를 임의로 사용하였으나, 이곳이 신석기 유구위치인지는 추후확인필요",33.48783,126.436099,HK,,,제주,,,hearth,9th fire place,,charcoal,,,,3760,50,Bae_et_al_2013,,,,,,,826.019514984
376,OR362,SNU10-A002,,시산리 패총,,,Sisanri,,1,,35.34284,128.784172,HK,,,경남,김해,,strat,1st shell layer - pit5 4th layer,,shell,oyster shell,,,6190,150,Bae_et_al_2013,,,,,,,19247.8729614
377,OR363,SNU10-A003,,시산리 패총,,,Sisanri,,1,,35.34284,128.784172,HK,,,경남,김해,,strat,1st shell layer - pit5 4th layer,,shell,cockle shell,,,5360,60,Bae_et_al_2013,,,,,,,19247.8729614
378,OR364,SNU10-A004,,시산리 패총,,,Sisanri,,1,,35.34284,128.784172,HK,,,경남,김해,,strat,2nd shell layer - pit9 6th layer,,shell,corbicula shell,,,3690,200,Bae_et_al_2013,,,,,,,19247.8729614
379,OR365,SNU10-A008,,시산리 패총,,,Sisanri,,1,,35.34284,128.784172,HK,,,경남,김해,,strat,3rd shell layer - pit5 9th layer,,shell,oyster shell,,,6030,90,Bae_et_al_2013,,,,,,,19247.8729614
380,OR366,SNU10-A009,,시산리 패총,,,Sisanri,,1,,35.34284,128.784172,HK,,,경남,김해,,strat,5th shell layer - pit4 17th layer,,shell,oyster shell,,,5640,60,Bae_et_al_2013,,,,,,,19247.8729614
381,OR367,SNU10-1255,,경서동,,,Gyeongseodong,,2,경서동 국민임대주택입지 위치 사용,37.52876,126.645511,HK,,,경기,인천,,house,fire place on 1st dwelling,,charcoal,,,,4340,50,Bae_et_al_2013,,,,,,,2638.83991031
382,OR368,SNU10-1256,,경서동,,,Gyeongseodong,,2,경서동 국민임대주택입지 위치 사용,37.52876,126.645511,HK,,,경기,인천,,house,2nd dwelling,,charcoal,,,,4430,40,Bae_et_al_2013,,,,,,,2638.83991031
383,OR369,SNU10-1258,,경서동,,,Gyeongseodong,,2,경서동 국민임대주택입지 위치 사용,37.52876,126.645511,HK,,,경기,인천,,house,fire place on 2nd dwelling,,charcoal,,,,4340,50,Bae_et_al_2013,,,,,,,2638.83991031
384,OR370,SNU10-1150,,죽변리,,,Jukbyeonri,,1,,37.05676,129.427908,HK,,,경북,울진,,strat,no. 253 pottery piece in sand layer,blackish brown sand layer no. 253 earthenware piece,charred gunk (pottery),organic material attached on the earthenware potsherd,-21.6,,6920,60,Bae_et_al_2013,,,,,삼한문화재연구원 2012:181-187,,140.228777076
385,OR371,SNU10-1097,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,2차조사 26th layer (자연목  from pit II),,wood,,,,5560,50,Jul 2020 (Kim),,,,,국립김해박물관 2008,2차보고서,21065.9075643
386,OR372,SNU10-1098,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,1부석층(same layer as shell layer 1); 부석층 바닥면 수습 탄화유기물,,charcoal,,,,5530,50,Jul 2020 (Kim),IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",FM IG BMI,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
387,OR373,SNU10-1099,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,1부석층(same layer as shell layer 1); 부석층 수습 불에 탄 자연목,,wood,,,,5270,50,Jul 2020 (Kim),IC,"Initial 조기전반(평행융기대문, 융기선문, 구순각목점열문)",FM IG BMI,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
388,OR374,SNU10-1100,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,2차조사 26th layer (가래  from pit V),,wood,,,,5060,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
389,OR375,SNU10-1101,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,2차조사 31th layer (3패층 is within 31층; 솔방울 from pit II),,wood,,,,6170,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
390,OR376,SNU10-1102,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,2차조사 31th layer (3패층 is within 31층),,wood,,,,5990,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
391,OR377,SNU10-1103,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,2차조사 31th layer (3패층 is within 31층; 자연목 from pit II-1),,wood,,,,6250,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
392,OR378,SNU10-1105,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 5 (솔방울 from 5패층 상면  from II-1 pit),,wood,,,,6580,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
393,OR379,SNU10-1106,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 5 (가래 from 5패층 from II-1 pit),,wood,,,,6560,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
394,OR380,SNU10-1107,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 5 (가래 from 5패층 from II-1 pit),,wood,,,,6430,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
395,OR381,SNU10-1108,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 5 (가래 from 5패층 from II-1 pit),,wood,,,,6570,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
396,OR382,SNU10-1109,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,2차조사 35th layer (솔방울 from 35층 상면 from II-1 pit),,wood,,,,6870,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
397,OR383,SNU10-1110,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,2차조사 37th layer (목재 from 37층 상면 from II-1 pit),,wood,,,,6910,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
398,OR384,SNU10-1111,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,2차조사 35th layer (목재 from 35층 상면 from II-1 pit),,wood,,,,7000,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
399,OR385,SNU10-1112,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,2차조사 36th layer (자연목 from 36층 from II-1 pit),,wood,,,,6850,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
400,OR386,SNU10-A013,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 1,,shell,,,,5100,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
401,OR387,SNU10-A014,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 3,,shell,,,,6250,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
402,OR388,SNU10-A015,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,Shell layer 5,,shell,,,,6600,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
403,OR389,SNU10-A016,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,strat,"Layer 37,  II-1 pit shell",,shell,,,,7010,60,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21065.9075643
404,OR390,SNU10-822,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,4th dwelling pit of Location 23,,charcoal,,,,3990,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
405,OR391,SNU10-823,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,5th dwelling pit of Location 23,,charcoal,,,,4180,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
406,OR392,SNU10-824,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,6th dwelling pit of Location 23,,charcoal,,,,4410,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
407,OR393,SNU10-825,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,12th dwelling pit of Location 23,,charcoal,,,,4190,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
408,OR394,SNU10-826,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,outdoor hearth,1st fire place of Location 23,,charcoal,,,,3780,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
409,OR395,SNU10-827,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,outdoor hearth,3rd fire place of Location 23,,charcoal,,,,4170,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
410,OR396,SNU10-828,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,outdoor hearth,5th fire place of Location 23,,charcoal,,,,4070,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
411,OR397,SNU10-829,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,outdoor hearth,6th fire place of Location 23,,charcoal,,,,4040,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
412,OR398,SNU10-830,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,outdoor hearth,7th fire place of Location 23,,charcoal,,,,4270,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
413,OR399,SNU10-834,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,24th dwelling of Location 21,,charcoal,,,,3740,50,Bae_et_al_2013,MC,,FM G,,한강문화재연구원 2012:685-707,,1727.61522418999
414,OR400,SNU10-835,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,27th dwelling of Location 21,,charcoal,,,,4030,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
415,OR401,SNU10-836,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,28th dwelling of Location 23,,charcoal,,,,4260,50,Bae_et_al_2013,MC,,FM G,,한강문화재연구원 2012:685-707,,1727.61522418999
416,OR402,SNU10-837,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,30th dwelling of Location 21,,charcoal,,,,4140,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
417,OR403,SNU10-838,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,outdoor hearth,fire place on 30th dwelling of Location 23,,charcoal,,,,3690,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
418,OR404,SNU10-839,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,outdoor hearth,fire place on 33th dwelling of Location 23,,charcoal,,,,3820,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
419,OR405,SNU10-840,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,33th dwelling of Location 21,,charcoal,,,,4240,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
420,OR406,SNU10-841,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,outdoor hearth,fire place on 34th dwelling of Location 21,,charcoal,,,,4330,50,Bae_et_al_2013,,,,,한강문화재연구원 2012:685-707,,1727.61522418999
