Entry,Labcode,Labcode_cmt,Labcode_cmt2,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context,Context2,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,seed_association,seed_cmt,coast_manual,Reference,Remark
416,SNU10-837,,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,27호 주거지,2차생활면,charcoal,,-26.07,,4140,50,Apr_2017 (So),,,,,,한강문화재연구원 2012:685-707,
417,SNU10-838,,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,27호 주거지,위석식노지,charcoal,,-25.56,,3690,50,Apr_2017 (So),,,,,,한강문화재연구원 2012:685-707,
418,SNU10-839,,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,outdoor hearth,26호 노지,,charcoal,,-25.98,,3820,50,Apr_2017 (So),,,,,,한강문화재연구원 2012:685-707,
419,SNU10-840,,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,29호 주거지,,charcoal,,-26.16,,4240,50,Apr_2017 (So),,,,,,한강문화재연구원 2012:685-707,
420,SNU10-841,,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,30호 주거지,노지,charcoal,,-26.07,,4330,50,Apr_2017 (So),,,,,,한강문화재연구원 2012:685-707,
421,SNU10-842,,,중산동,,,Jungsandong,,1,"인천 중산동유적 발굴조사 중간보고, 양인철 이경하, 신석기연구16 2008 참조",37.494272,126.555682,HK,,,경기,인천,,house,31호 주거지,,charcoal,,-32.16,,4460,50,Apr_2017 (So),,,,,,한강문화재연구원 2012:685-707,
432,SNU10-763,,,지좌리,,,Jijwari,,1,,35.97682,127.982285,HK,,,경북,김천,,house,4호 주거지,,charcoal,,-28.07,,4220,50,Apr_2017 (So),,,,,,대동문화재연구원 2012(Ⅴ):104-111.,
433,SNU10-764,,,지좌리,,,Jijwari,,1,,35.97682,127.982285,HK,,,경북,김천,,kiln,1호 가마,,charcoal,,-23.96,,4040,40,Apr_2017 (So),,,,,,대동문화재연구원 2012(Ⅴ):104-111.,
434,SNU10-765,,,지좌리,,,Jijwari,,1,,35.97682,127.982285,HK,,,경북,김천,,kiln,2호 가마,,charcoal,,-28.96,,4160,50,Apr_2017 (So),,,,,,대동문화재연구원 2012(Ⅴ):104-111.,
435,SNU10-766,,,지좌리,,,Jijwari,,1,,35.97682,127.982285,HK,,,경북,김천,,kiln,5호 가마,,charcoal,,-26.61,,4420,50,Apr_2017 (So),,,,,,대동문화재연구원 2012(Ⅴ):104-111.,
436,SNU10-767,,,지좌리,,,Jijwari,,1,,35.97682,127.982285,HK,,,경북,김천,,kiln,6호 가마,,charcoal,,-22.25,,4410,50,Apr_2017 (So),,,,,,대동문화재연구원 2012(Ⅴ):104-111.,
446,SNU10-R055,,,화전,,,Hwajeon,,1,,35.11553,126.755333,HK,,,전남,광주,,,저습지,,wood,,,,4380,50,Jul 2020 (Kim),,,,,,광주 화전유적 호남문화재연구원 2011,
447,SNU10-R056,,,화전,,,Hwajeon,,1,,35.11553,126.755333,HK,,,전남,광주,,,저습지,,wood,,,,4380,60,Jul 2020 (Kim),,,,,,광주 화전유적 호남문화재연구원 2011,
453,SNU11-196,,,구래리,,,Guryeri,,2,김포 양촌신도시 구래리내 임의좌표사용,37.63985,126.627011,HK,,,경기,김포,,house,2-1 F 4호 주거지,,charcoal,,-20.23,,4530,50,Apr_2017 (So),,,,,,고려문화재연구원 2013(본문):527-556,
454,SNU11-197,,,구래리,,,Guryeri,,2,김포 양촌신도시 구래리내 임의좌표사용,37.63985,126.627011,HK,,,경기,김포,,house,2-1 F 5호 주거지,,charcoal,,-23.17,,4550,50,Apr_2017 (So),,,,,,고려문화재연구원 2013(본문):527-556,
455,SNU11-R026,,,삼양동초등학교,,,Samyangdong,,1,,33.520659,126.586206,HK,,,제주,,,strat,북편신석기층,,charcoal,,-28.09,,5250,60,Jul 2020 (Kim),,,,,,제주고고학연구소 2012:155,Site name updated
465,-,KAERI-?,,상노대도,,,Sangnodaedo,,1,,34.66963,128.246504,HK,,,경남,통영,,strat,V층,,charcoal,,,,6430,180,Apr_2017 (So),IC_or_EC,,,,,"손보기, 1982, 『상노대도의 선사시대 살림』, 수서원.",
472,N-3456,,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,strat,C1 Pit III,,shell,,,,4290,90,Jul 2020 (Kim),,,,,T,수가리패총I 부산대학교박물관 1981,
473,N-3457,,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,strat,B1 Pit III,,shell,,,,4380,70,Jul 2020 (Kim),,,,,T,수가리패총I 부산대학교박물관 1981,
474,N-3452,,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,strat,D1 Pit V,,shell,,,,4430,90,Jul 2020 (Kim),,,,,T,수가리패총I 부산대학교박물관 1981,
475,N-3448b,,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,strat,E1 Pit V,,shell,,,,4490,70,Jul 2020 (Kim),,,,,T,수가리패총I 부산대학교박물관 1981,
476,N-3448a,,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,pit,E1 Pit V,,charcoal,,,,4510,105,Jul 2020 (Kim),,,,,T,수가리패총I 부산대학교박물관 1981,
477,KSU-515,,,오산리,,,Osanri B,,1,,38.08705,128.661486,HK,,,강원,양양,,strat,융기문토기층,B지구,charcoal,,,,7050,120,Apr_2017 (So),IC,,,,,서울대박물관 1988:56-57,
478,KSU-492,,,오산리 A,,,Osanri A,,1,,38.08705,128.661486,HK,,,강원,양양,,strat,V-1,,charcoal,,,,7120,70,Jul 2020 (Kim),IC,,,,,서울대박물관 1984:63,
479,KSU-494,,,오산리 A,,,Osanri A,,1,,38.08705,128.661486,HK,,,강원,양양,,strat,V-1,,charcoal,,,,6780,1000,Jul 2020 (Kim),IC_or_EC,,,,,서울대박물관 1984:63,
480,KSU-619,,,오산리 A,,,Osanri A,,1,,38.08705,128.661486,HK,,,강원,양양,,strat,V-2,,charcoal,,,,6080,210,Jul 2020 (Kim),IC_or_EC,,,,,"서울대박물관 1984:63, Kang, Choo, and Na 1993",
481,KSU-616,,,오산리 A,,,Osanri A,,1,,38.08705,128.661486,HK,,,강원,양양,,strat,V-7,,charcoal,,,,6130,50,Jul 2020 (Kim),IC_or_EC,,,,,"서울대박물관 1984:63, Kang, Choo, and Na 1993",
482,KSU-615,,,오산리 A,,,Osanri A,,1,,38.08705,128.661486,HK,,,강원,양양,,strat,VI,,charcoal,,,,6070,30,Jul 2020 (Kim),IC_or_EC,,,,,"서울대박물관 1984:63, Kang, Choo, and Na 1993",
483,KSU-620,,,오산리 A,,,Osanri A,,1,,38.08705,128.661486,HK,,,강원,양양,,strat,V-3,,charcoal,,,,5740,210,Jul 2020 (Kim),IC_or_EC,,,,,"서울대박물관 1984:63, Kang, Choo, and Na 1993",
484,-,,,오산리,,,Osanri,,1,,38.08705,128.661486,HK,,,강원,양양,,house,B-2호 집자리,,charcoal,,,,4360,50,Apr_2017(LEE's chapter in HABU),IC,,,,,구자진 2011,
485,-,,,오산리 B,,,Osanri B,,1,,38.08705,128.661486,HK,,,강원,양양,,house,빗살무늬 토기출토 주거지,,charcoal,,,,4230,50,Jul 2020 (Kim),,,,,,서울대박물관 1988:56-57,
489,KAERI-?,,,암사동,,,Amsadong,,1,,37.56042,127.130145,HK,,,서울,,,house,5호 주거지,,charcoal,,,,4610,200,Jul 2020 (Kim),EC,,,,,암사동 국립중앙박물관 1994:195,
497,KCP-144,,,가평리,,,Gapyeongri,,1,,38.09464,128.653335,HK,,,강원,양양,,strat,신석기 가 제 V층,,charcoal,,,,4240,60,Apr_2017 (So),,,,,,국립문화재연구소 1999:168-174,
498,KCP-145,,,가평리,,,Gapyeongri,,1,,38.09464,128.653335,HK,,,강원,양양,,house,1호주거지,서남편,charcoal,,,,4570,60,Apr_2017 (So),,,,,,국립문화재연구소 1999:168-174,
502,KSU-442,,,소야도,,,Soyado,,1,,37.22304,126.162997,HK,,,경기,인천,,strat,패총,,shell,,,,3750,40,Apr_2017 (So),,,,,,"강형태외, 1993, 「방사성탄소연대측정과 고정밀보정방법」,『한국고고학보』30.",
506,KSU-?,,,미사리,,,Misari,,1,,37.57828,127.201773,HK,,,경기,하남,,strat,layer IV,,charcoal,,,,5100,140,Jul 2020 (Kim),,,,,,"미사리 숭실대학교 한국기독교박물관,서울대학교 박물관,고려대학교 박물관,국립중앙박물관 1994",
509,BETA-92374,,,가도 패총,,,Gado,,1,,35.94867,126.569723,HK,,,전북,군산,,strat,남서 Tr.2 점토층,,charcoal,,-26,,5460,60,Jul 2020 (Kim),EC_or_MC,Early-->Middle,,,,가도패총 충남대학교박물관 2001,
510,BETA-92372,,,가도 패총,,,Gado,,1,,35.94867,126.569723,HK,,,전북,군산,,strat,남서Tr.2 6패층,,charcoal,,-26.7,,4830,50,Jul 2020 (Kim),LC,SUBPHASE also listed as middle in GA LEE 2011,,,,가도패총 충남대학교박물관 2001,
511,KCP 116,,,가도 패총,,,Gado,,1,,35.94867,126.569723,HK,,,전북,군산,,strat,S6-S7W3 7층,,shell,,,,4640,70,Jul 2020 (Kim),,,,,,가도패총 충남대학교박물관 2001,
512,Beta-92373,,,가도 패총,,,Gado,,1,,35.94867,126.569723,HK,,,전북,군산,,strat,S5W5 점토층,,charcoal,,-29.3,,4160,60,Jul 2020 (Kim),EC_or_MC,Early-->Middle,,,,가도패총 충남대학교박물관 2001,
513,Beta-92371,,,가도 패총,,,Gado,,1,,35.94867,126.569723,HK,,,전북,군산,,strat,S4W4 6패층,,charcoal,,-29.7,,4060,60,Jul 2020 (Kim),LC,SUBPHASE also listed as middle in GA LEE 2011,,,,가도패총 충남대학교박물관 2001,
514,KCP 115,,,가도 패총,,,Gado,,1,,35.94867,126.569723,HK,,,전북,군산,,strat,S6-S7W2 6층,,shell,,,,3840,70,Jul 2020 (Kim),FC,말기율리식(이중구연)토기,,,,가도패총 충남대학교박물관 2001,
515,KCP 117,,,가도 패총,,,Gado,,1,,35.94867,126.569723,HK,,,전북,군산,,strat,S1 W4 8층,,shell,,,,3160,60,Jul 2020 (Kim),FC,말기율리식(이중구연)토기,,,,가도패총 충남대학교박물관 2001,
516,-,,,관산리,,,Gwansanri,,1,,36.40337,126.579359,HK,,,충남,보령,,pit,pit,,charcoal,,,,4810,80,Apr_2017 (So),,,,,,구자진 2011:232,
517,-,,,관산리,,,Gwansanri,,1,,36.40337,126.579359,HK,,,충남,보령,,pit,pit,,charcoal,,,,4770,60,Apr_2017 (So),,,,,,구자진 2011:233,
518,-,,,관산리,,,Gwansanri,,1,,36.40337,126.579359,HK,,,충남,보령,,pit,pit,,charcoal,,,,4740,70,Apr_2017 (So),,,,,,구자진 2011:234,
519,-,,,관산리,,,Gwansanri,,1,,36.40337,126.579359,HK,,,충남,보령,,pit,pit,,charcoal,,,,4210,130,Apr_2017 (So),,,,,,구자진 2011:235,
520,-,,,관창리,,,Gwanchangri,,1,,36.40337,126.579359,HK,,,충남,보령,,house,2호주거지,,charcoal,,,,4690,90,Apr_2017 (So),,,,,,구자진 2011:236,
521,-,,,관창리,,,Gwanchangri,,1,,36.40337,126.579359,HK,,,충남,보령,,house,47호 주거지,,charcoal,,,,4620,90,Apr_2017 (So),,,,,,구자진 2011:236,
522,-,,,관창리,,,Gwanchangri,,1,,36.40337,126.579359,HK,,,충남,보령,,house,2호주거지,,charcoal,,,,4450,70,Apr_2017 (So),,,,,,구자진 2011:236,
523,-,,,관창리,,,Gwanchangri,,1,,36.40337,126.579359,HK,,,충남,보령,,house,47호 주거지,,charcoal,,,,4140,110,Apr_2017 (So),,,,,,구자진 2011:236,
526,KCP 111,,,띠섬,,,Ddeuseom,,2,오식도공원내 유력좌표를 사용했으나 추후 확인 필요,35.96319,126.559735,HK,,,충남,서천,,strat,II지구 N1W1 IV층,,shell,,,,4280,60,Apr_2017 (So),,,,,,원광대박물관 2001:153.,
530,KR06-007,,,송월리,,,Songwolri,,1,,36.579271,126.676917,HK,,,충남,홍성,,house,신석기 주거지,,charcoal,,-28.09,,4580,50,Jul 2020 (Kim),,,,,,"홍성 송월리 학계리 유적, 충청문화재연구원 2007",
531,KR06-008,,,송월리,,,Songwolri,,1,,36.579271,126.676917,HK,,,충남,홍성,,house,신석기 주거지,,charcoal,,-27.15,,4360,40,Jul 2020 (Kim),,,,,,"홍성 송월리 학계리 유적, 충청문화재연구원 2007",
532,Beta-188910,,,상정리,,,Sangjeongri,,1,,36.502401,126.607934,HK,,,충남,홍성,,house,신석기 주거지 1호,,charcoal,,-25.9,,4260,40,Jul 2020 (Kim),,,,,,"홍성 장척리 상정리 유적, 충청문화재연구원 2005",
533,Beta-188909,,,상정리,,,Sangjeongri,,1,,36.502401,126.607934,HK,,,충남,홍성,,house,신석기 주거지 1호,,charcoal,,-28,,4490,110,Jul 2020 (Kim),,,,,,"홍성 장척리 상정리 유적, 충청문화재연구원 2005",
536,KR06-059,,,장재리 안강골,,,Anganggol-Jangjaeri,,1,,36.791014,127.094497,HK,,,충남,아산,,house,신석기 2호 주거지,,charcoal,,-28.9,,4550,50,Jul 2020 (Kim),MC,,FM G BM G,:millets are mot foumd im the same feature but amother Neolithic fea (아산 장항선 3공구 신석기 1호 유구(중기 ) need to check report whether these two featurea are indded the same feature,,충청문화재연구원 2008:351-360,
537,GX-27001,,,봉명동,,,Bongmeyongdong,,1,,36.64485,127.457774,HK,,,충북,청주,,house,4지구 1호주거지,,charcoal,,-27.7,,4490,100,Jul 2020 (Kim),,,,,,충북대박물관 2004:343-350,
538,-,,대전 노은동 유적 충남대학교 2004에 해당연대 없음. 한남대박물관 보고서에 있을 가능성 높음.,노은동,,,Noeundong,,1,,36.37162,127.324383,HK,,,충남,대전,,pit,A-2지구 1수혈,바닥,charcoal,,,,4430,60,Apr_2017 (So),,,,,,"한남대학교중앙박물관, 2003b, 『대전 노은동 유적』.",
539,SNU08-191,,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,house,2-1주거지,,charcoal,,-27.12,,4250,60,Apr_2017 (So),,,,,,고려문화재연구원 2009:174-187,
540,SNU08-197,,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,house,7-1주거지,,charcoal,,-31.5,,4140,50,Apr_2017 (So),,,,,,고려문화재연구원 2009:174-187,
541,KCP527,,,대죽리 패총,,,Daejukri,,1,,36.99651,126.401434,HK,,,충남,서산,,strat,3층 or 5층,,shell,,,,4170,60,Jul 2020 (Kim),,,,,,한서대박물관 2001:139-143.,
544,KCP592,,,모이도,,,Moido,,1,,37.64537,125.716858,HK,,,경기,김포,,house,Gpit 1호 주거지,,shell,,,,2790,60,Apr_2017 (So),,,,,T,"국립문화재연구소, 2003, 『연평 모이도 패총』",
545,SNU02-074,,,신월리,,,Shinworli,,1,,36.91401,127.449826,HK,,,충북,진천,,house,III 지구 주거지,,charcoal,,-25.5,,3670,50,Apr_2017 (So),,,,,,한국문화재보호재단 2003:267-268,
546,KCP539,,,소연평도,,,Soyeongpyeongdo,,1,,37.60969,125.711845,HK,,,경기,인천,,strat,제2패총S28W50,,shell,,,,4030,60,Apr_2017 (So),,,,,T,국립문화재연구소 2002:293-303,
547,KCP540,,,소연평도,,,Soyeongpyeongdo,,1,,37.60969,125.711845,HK,,,경기,인천,,strat,제1패총,,shell,,,,3980,60,Apr_2017 (So),,,,,T,국립문화재연구소 2002:293-303,
560,SNU12-197,,,송학리 패총,,,Songhakri,,1,,36.38602,126.486336,HK,,,충남,보령,,strat,"신보령 1,2호기 1패총 II층 (N3W1)",,charcoal,,-26.51,,4240,40,Summer_2016,,,,,,"보령 송학리 패총 유적, 한강문화재연구원 2014",
561,SNU12-198,,,송학리 패총,,,Songhakri,,1,,36.38602,126.486336,HK,,,충남,보령,,strat,"신보령 1,2호기 1패총 V층 (N1E2)",,charcoal,,-28.57,,4120,50,Summer_2016,,,,,,"보령 송학리 패총 유적, 한강문화재연구원 2014",
562,SNU12-200,,,송학리 패총,,,Songhakri,,1,,36.38602,126.486336,HK,,,충남,보령,,strat,"신보령 1,2호기 1패총 VII층",,charcoal,,-29.79,,4340,60,Summer_2016,,,,,,"보령 송학리 패총 유적, 한강문화재연구원 2014",
563,SNU12-201,,,송학리 패총,,,Songhakri,,1,,36.38602,126.486336,HK,,,충남,보령,,strat,"신보령 1,2,호기 1패총 X층",,charcoal,,-24.42,,4540,40,Summer_2016,,,,,,"보령 송학리 패총 유적, 한강문화재연구원 2014",
564,SNU12-202,,,송학리 패총,,,Songhakri,,1,,36.38602,126.486336,HK,,,충남,보령,,strat,"신보령 1,2호기 3패총 I층",,charcoal,,-27.51,,4290,40,Summer_2016,,,,,,"보령 송학리 패총 유적, 한강문화재연구원 2014",
565,SNU12-203,,,송학리 패총,,,Songhakri,,1,,36.38602,126.486336,HK,,,충남,보령,,strat,"신보령 1,2호기 3패총 I층",,charcoal,,-28.58,,4340,50,Summer_2016,,,,,,"보령 송학리 패총 유적, 한강문화재연구원 2014",
566,SNU12-204,,,송학리 패총,,,Songhakri,,1,,36.38602,126.486336,HK,,,충남,보령,,strat,"신보령 1,2호기 3패총 VII층",,charcoal,,-26.19,,4470,40,Summer_2016,,,,,,"보령 송학리 패총 유적, 한강문화재연구원 2014",
567,SNU12-205,,,송학리 패총,,,Songhakri,,1,,36.38602,126.486336,HK,,,충남,보령,,strat,"신보령 1,2호기 3패총 IX층",,charcoal,,-29.53,,4940,50,Summer_2016,,,,,,"보령 송학리 패총 유적, 한강문화재연구원 2014",
568,SNU11-A016,,,오사리,,,Osari,,1,,35.0213,127.779297,HK,,,전남,광양,,strat,2Grid II-4층,,shell,,0.08,,3760,50,Summer_2016,,,,,,"광양 오사리 돈탁 패총, 목포대학교박물관 2012",
569,SNU11-A017,,,오사리,,,Osari,,1,,35.0213,127.779297,HK,,,전남,광양,,strat,2Grid II-5층,,shell,,0.18,,3910,50,Summer_2016,,,,,,"광양 오사리 돈탁 패총, 목포대학교박물관 2012",
570,SNU11-A018,,,오사리,,,Osari,,1,,35.0213,127.779297,HK,,,전남,광양,,strat,2Grid II-6층,,shell,,-12.03,,3690,70,Summer_2016,,,,,,"광양 오사리 돈탁 패총, 목포대학교박물관 2012",
571,SNU11-A019,,,오사리,,,Osari,,1,,35.0213,127.779297,HK,,,전남,광양,,strat,2Grid II-9층,,shell,,-10.11,,5270,80,Summer_2016,,,,,,"광양 오사리 돈탁 패총, 목포대학교박물관 2012",
572,SNU11-A-020,,,오사리,,,Osari,,1,,35.0213,127.779297,HK,,,전남,광양,,strat,4Grid III층,,shell,,0.42,,5010,50,Summer_2016,,,,,,"광양 오사리 돈탁 패총, 목포대학교박물관 2012",
573,SNU11-A037,,,오복1패총,,,Obok 1,,2,경도해양관광단지내 임의위치 사용,34.71931,127.722529,HK,,,전남,여수,,strat,S3E1 Pit 4층,,shell,oyster,,,6090,50,Summer_2016,,,,,,"여수 경도 신석기시대 패총 -내동·외동·오복1·오복2패총-, 호남문화재연구원 2014",
574,SNU11-A038,,,오복1패총,,,Obok 1,,2,경도해양관광단지내 임의위치 사용,34.71931,127.722529,HK,,,전남,여수,,strat,S3E1 Pit 4층,,shell,oyster,,,5630,50,Summer_2016,,,,,,"여수 경도 신석기시대 패총 -내동·외동·오복1·오복2패총-, 호남문화재연구원 2014",
575,SNU11-A039,,,오복1패총,,,Obok 1,,2,경도해양관광단지내 임의위치 사용,34.71931,127.722529,HK,,,전남,여수,,strat,N2E1 Pit 4층,,shell,oyster,,,5480,50,Summer_2016,,,,,,"여수 경도 신석기시대 패총 -내동·외동·오복1·오복2패총-, 호남문화재연구원 2014",
576,SNU11-1063,,,오복1패총,,,Obok 1,,2,경도해양관광단지내 임의위치 사용,34.71931,127.722529,HK,,,전남,여수,,pit,S1W1 Pit 5층,,charcoal,,,,5180,60,Summer_2016,,,,,,"여수 경도 신석기시대 패총 -내동·외동·오복1·오복2패총-, 호남문화재연구원 2014",
577,PLD-24965,,,가동 패총 (구:수가리 패총),,,Gadong (Sugari),,1,,35.1677,128.880103,HK,,,경남,부산,,outdoor hearth,1호 야외노지,,charcoal,,,,3850,20,Summer_2016,,,,,,"부산 가동 패총, 울산문화재연구원 2014 (paleolabo)",
578,PLD-24966,,,가동 패총 (구:수가리 패총),,,Gadong (Sugari),,1,,35.1677,128.880103,HK,,,경남,부산,,pit,B2 pit II-1층,,charcoal,,,,3110,20,Summer_2016,,,,,,"부산 가동 패총, 울산문화재연구원 2014",
579,PLD-24967,,,가동 패총 (구:수가리 패총),,,Gadong (Sugari),,1,,35.1677,128.880103,HK,,,경남,부산,,pit,C3 pit III-2층,,charcoal,,,,3205,20,Summer_2016,,,,,,"부산 가동 패총, 울산문화재연구원 2014",
580,PLD-24968,,,가동 패총 (구:수가리 패총),,,Gadong (Sugari),,1,,35.1677,128.880103,HK,,,경남,부산,,pit,C3 pit II-2층,,charcoal,,,,3240,20,Summer_2016,,,,,,"부산 가동 패총, 울산문화재연구원 2014",
581,SNU03-k049,,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,1.5,,5630,30,Summer_2016,,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",
582,SNU03-k050,,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,-8.2,,5680,60,Summer_2016,,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",
583,SNU03-k051,,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,0.6,,5680,40,Summer_2016,,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",
584,SNU03-k052,,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,0.7,,5200,50,Summer_2016,,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",
585,SNU03-k053,,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,-14,,4260,60,Summer_2016,,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",
586,SNU03-k054,,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,5.2,,5310,120,Summer_2016,,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",
587,SNU03-k055,,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,-9.8,,5280,80,Summer_2016,,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",
588,SNU03-k056,,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,-1.5,,5570,60,Summer_2016,,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",
589,SNU03-k057,,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,0.3,,5100,120,Summer_2016,,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",
