Entry,OR_num,Labcode,Labcode_cmt,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context name,Context,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,Reference,Remark
447,OR432,SNU10-R056,,화전?,,,Hwajeon,,2,"광주 화전유적이 유력하나, 추후확인필요",35.11553,126.755333,HK,,,경북,울진,,,wood sample no.40,,,,,,4380,60,Bae_et_al_2013,,,,
448,OR433,SNU10-R057,,화전?,,,Hwajeon,,2,"광주 화전유적이 유력하나, 추후확인필요",35.11553,126.755333,HK,,,경북,울진,,,seed sample no.1,,,,,,3880,60,Bae_et_al_2013,,,,
449,OR434,SNU10-R058,,화전?,,,Hwajeon,,2,"광주 화전유적이 유력하나, 추후확인필요",35.11553,126.755333,HK,,,경북,울진,,,seed sample no.4,,,,,,4540,50,Bae_et_al_2013,,,,
450,OR435,SNU10-R059,,화전?,,,Hwajeon,,2,"광주 화전유적이 유력하나, 추후확인필요",35.11553,126.755333,HK,,,경북,울진,,,HJ2-170,,,,,,5050,80,Bae_et_al_2013,,,,
452,OR437,SNU10-1264,,신곡,,,Shingok,,1,,37.59134,126.759901,HK,,,경기,김포,,,6 site sample 1. 1st dwelling (neolithic dwelling),,charcoal,,,,3120,40,Bae_et_al_2013,,,,
453,OR438,SNU11-196,,김포 구래리,,,Guryeri,,2,김포 양촌신도시 구래리내 임의좌표사용,37.63985,126.627011,HK,,,경기,김포,,,sample 3 2-1 F 4th dwelling,,charcoal,,-20.23,,4530,50,Bae_et_al_2013,,,고려문화재연구원 2013(본문):527-556,
454,OR439,SNU11-197,,김포 구래리,,,Guryeri,,2,김포 양촌신도시 구래리내 임의좌표사용,37.63985,126.627011,HK,,,경기,김포,,,sample 4 2-1 F 5th dwelling,,charcoal,,-23.17,,4550,50,Bae_et_al_2013,,,고려문화재연구원 2013(본문):527-556,
455,OR440,SNU11-R026,,삼양동초등학교,,,Samyangdong,,2,"삼양동 선사유적지를 위치를 임의로 사용하였으나, 신석기 유구가 있는지는 추후확인필요",33.52306,126.587697,HK,,,제주,,,,북편신석기층,,charcoal,,-28.09,,5250,60,Bae_et_al_2013,,,제주고고학연구소 2012:155,Site name updated
456,OR441,SNU11-R155,,이호동,,,Ihodong,,2,"288-1 유적을 위치로 사용하였으나, 신석기 유구가 이곳에 있는지는 추후확인필요",33.49915,126.463997,HK,,,제주,,,,Cheju ihodong pit no.34,,charcoal,,,,6360,50,Bae_et_al_2013,,,,
457,OR442,,,황성동,,,Hwangseondong,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,경남,울산,,,neighbor of Sejuk site,,,,,,5700,60,Bae_et_al_2013,,,,
458,OR443,,Reihaku,대포 패총,,,Daepo,,1,,34.71521,128.589503,HK,,,경남,거제,,,KRKDP-1,,human bone,,,,5705,40,Bae_et_al_2013,,,,
459,OR444,,Reihaku,대포 패총,,,Daepo,,1,,34.71521,128.589503,HK,,,경남,거제,,,KRKDP-1,,human bone,,,,5695,40,Bae_et_al_2013,,,,
460,OR445,,Reihaku,대포 패총,,,Daepo,,1,,34.71521,128.589503,HK,,,경남,거제,,,KRKDP-1,,human bone,,,,5795,40,Bae_et_al_2013,,,,
461,OR446,,Reihaku,대포 패총,,,Daepo,,1,,34.71521,128.589503,HK,,,경남,거제,,,KRKDP-1,,human bone,,,,5930,40,Bae_et_al_2013,,,,
462,OR447,,Reihaku,대포 패총,,,Daepo,,1,,34.71521,128.589503,HK,,,경남,거제,,,KRKDP-1,,human bone,,,,5860,40,Bae_et_al_2013,,,,
463,OR448,,Reihaku,범방 패총,,,Beombang,,1,,35.15629,128.881033,HK,,,경남,부산,,,KRBB-1,,carbonized earthenware,,,,6015,40,Bae_et_al_2013,,,,
464,OR449,,Reihaku,범방 패총,,,Beombang,,1,,35.15629,128.881033,HK,,,경남,부산,,,KRBB-2,,,,,,6320,40,Bae_et_al_2013,,,,
465,OR450,,KAERI-?,상노대도,,,Sangnodaedo,,1,,34.66963,128.246504,HK,,,경남,부산,,,Layer V,,charcoal,,,,6430,180,Bae_et_al_2013,IC_or_EC,,"Kang, Choo and Na 1993",
466,OR451,,AU,상노대도,,,Sangnodaedo,,1,,34.66963,128.246504,HK,,,경남,통영,,,AU,,,,,,6620,180,Bae_et_al_2013,,,,
467,OR452,N-3448a,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,,E1Pit V층,,charcoal,,,,4510,105,Bae_et_al_2013,,,부산대박물관 1981:130,So record says 4380+-100
468,OR453,N-3448b,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,,E1Pit V층,,shell,,,,4490,70,Bae_et_al_2013,,,부산대박물관 1981:130,So record says 4360+-70
469,OR454,N-3475,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,,Layer 3,,,,,,4250,70,Bae_et_al_2013,LC,수가리2식 토기 단계,부산대박물관 1981:130,
470,OR455,N-3452,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,,D1pit V층,,shell,,,,4200,90,Bae_et_al_2013,,,부산대박물관 1981:130,
471,OR456,N-3456,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,,C1pit III층,,shell,,,,4170,90,Bae_et_al_2013,LC,수가리2식단계,부산대박물관 1981:130,So record says 4160+-90
472,OR457,,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,,,,,,,,4290,90,Bae_et_al_2013,,,,
473,OR458,,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,,,,,,,,4380,70,Bae_et_al_2013,,,,
474,OR459,,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,,,,,,,,4430,90,Bae_et_al_2013,,,,
475,OR460,,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,,,,,,,,4490,70,Bae_et_al_2013,,,,
476,OR461,,,수가리,,,Sugari,,1,,35.17239,128.867395,HK,,,경남,김해,,,,,,,,,4510,105,Bae_et_al_2013,,,,
477,OR462,KSU-515,,오산리,,,Osanri B,,1,,38.08705,128.661486,HK,,,강원,양양,,,융기문토기층/wood locality B,,,,,,7050,120,Bae_et_al_2013,IC,,서울대박물관 1988:56-57,So's record says 6840+-120
478,OR463,KSU-492,,오산리,,,Osanri A,,1,,38.08705,128.661486,HK,,,강원,양양,,,wood layer V1,,,,,,7120,70,Bae_et_al_2013,IC,,서울대박물관 1984:63,SO's record says 6910+-700
479,OR464,KSU-494,,오산리 A,,,Osanri A,,1,,38.08705,128.661486,HK,,,강원,양양,,,wood layer V1,,,,,,6780,100,Bae_et_al_2013,IC_or_EC,,서울대박물관 1984:63,SO's record says 6580 +- 1000
480,OR465,KSU-619,,오산리 A,,,Osanri A,,1,,38.08705,128.661486,HK,,,강원,양양,,,House A Layer V-2,,,,,,5990,210,Bae_et_al_2013,IC_or_EC,,"서울대박물관 1984:63, Kang, Choo, and Na 1993",Date fixed with So's record
481,OR466,KSU-616,,오산리 A,,,Osanri A,,1,,38.08705,128.661486,HK,,,강원,양양,,,Layer V7,,,,,,5950,50,Bae_et_al_2013,IC_or_EC,,"서울대박물관 1984:63, Kang, Choo, and Na 1993",Date fixed with So's record
482,OR467,KSU-615,,오산리 A,,,Osanri A,,1,,38.08705,128.661486,HK,,,강원,양양,,,Layer V3,,,,,,5890,30,Bae_et_al_2013,IC_or_EC,,"서울대박물관 1984:63, Kang, Choo, and Na 1993",Date fixed with So's record
483,OR468,KSU-620,,오산리 A,,,Osanri A,,1,,38.08705,128.661486,HK,,,강원,양양,,,Layer V-3,,,,,,5570,210,Bae_et_al_2013,IC_or_EC,,"서울대박물관 1984:63, Kang, Choo, and Na 1993",Date fixed with So's record
484,OR469,,,오산리,,,Osanri,,1,,38.08705,128.661486,HK,,,강원,양양,,,house,,,,,,4360,50,Bae_et_al_2013,,,,"According to Lee's Habu chaper, it is Osanri C"
485,OR470,,KSU-,오산리,,,Osanri,,1,,38.08705,128.661486,HK,,,강원,양양,,,b-III 2ho housing lot,,,,,,4230,50,Bae_et_al_2013,,,서울대박물관 1988:56-57,
486,OR471,KAERI-188,,암사동,,,Amsadong,,1,,37.56042,127.130145,HK,,,서울,,,,75-10 housing lot charcoal,,charcoal,,,,5510,100,Bae_et_al_2013,EC,,"Kang, Choo, and Na 1993; Koo 2011",
487,OR472,KAERI-189,,암사동,,,Amsadong,,1,,37.56042,127.130145,HK,,,서울,,,,75-2 housing lot charcoal,,,,,,5000,70,Bae_et_al_2013,EC,,"Kang, Choo, and Na 1993; Koo 2011",
488,OR473,,AERIK,암사동,,,Amsadong,,1,,37.56042,127.130145,HK,,,서울,,,,75-4 housing lot charcoal,,,,,,4730,200,Bae_et_al_2013,EC,,"Kang, Choo, and Na 1993; Koo 2011",
489,OR474,KAERI-188,,암사동,,,Amsadong,,1,,37.56042,127.130145,HK,,,서울,,,,74-5 housing lot charcoal,,,,,,4610,200,Bae_et_al_2013,EC,,"Kang, Choo, and Na 1993; Koo 2011",
490,OR475,N-2336,,암사동,,,Amsadong,,1,,37.56042,127.130145,HK,,,서울,,,,House,,,,,,6050,105,Bae_et_al_2013,EC,,"Kang, Choo, and Na 1993; Koo 2011",
491,OR476,N-2337,,암사동,,,Amsadong,,1,,37.56042,127.130145,HK,,,서울,,,,House,,,,,,6230,110,Bae_et_al_2013,EC,,"Kang, Choo, and Na 1993; Koo 2011",
492,OR477,,Washington U.,암사동,,,Amsadong,,1,,37.56042,127.130145,HK,,,서울,,,,house dug in 1967,,,,,,3430,250,Bae_et_al_2013,EC,,"Kang, Choo, and Na (1993).",Subphase late? (According to lee 2011)
493,OR478,AERIK-13,,시도,,,Shido,,1,,37.54399,126.431112,HK,,,경기,인천,,,석총,,,,,,3100,60,Bae_et_al_2013,LC,,"Kang, Choo, and Na (1993).",
494,OR479,AERIK-11,,시도,,,Shido,,1,,37.54399,126.431112,HK,,,경기,인천,,,3지구,,,,,,3040,60,Bae_et_al_2013,LC,,"Kang, Choo, and Na (1993).",
495,OR480,AERIK-14,,시도,,,Shido,,1,,37.54399,126.431112,HK,,,경기,인천,,,석총,,,,,,3040,60,Bae_et_al_2013,LC,,"Kang, Choo, and Na (1993).",
496,OR481,AERIK-12,,시도,,,Shido,,1,,37.54399,126.431112,HK,,,경기,인천,,,석총,,,,,,2870,60,Bae_et_al_2013,LC,,"Kang, Choo, and Na (1993).",
497,OR482,KOP-144,,가평리,,,Gapyeongri,,1,,38.09464,128.653335,HK,,,강원,양양,,,ka' site V level,,charcoal,,,,4240,60,Bae_et_al_2013,,,,
498,OR483,KOP-145,,가평리,,,Gapyeongri,,1,,38.09464,128.653335,HK,,,강원,양양,,,1ho dwelling,,charcoal,,,,4570,60,Bae_et_al_2013,,,,
499,OR484,,,선유도,,,Seonyudo,,1,,35.80741,126.414521,HK,,,전북,군산,,,,,wood,,,,4812,45,Bae_et_al_2013,,,,
500,OR485,KSU-618,,산달도,,,Sandaldo,,1,,34.8082,128.540342,HK,,,경남,거제,,,,,shell,,,,4440,40,Bae_et_al_2013,,,,
501,OR486,,,소야도,,,Soyado,,1,,37.22304,126.162997,HK,,,경기,인천,,,,,shell,,,,3860,40,Bae_et_al_2013,,,,
502,OR487,KSU-442,,소야도,,,Soyado,,1,,37.22304,126.162997,HK,,,경기,인천,,,,,shell,,,,3750,40,Bae_et_al_2013,,,강형태외 1993:41,
503,OR488,,,대흑산도,,,Daeheuksando,,1,,34.68262,125.443295,HK,,,전남,신안,,,,,shell,,,,3240,120,Bae_et_al_2013,,,강형태외 1993:43,
504,OR489,,,추도,,,chudo,,1,,34.75696,128.289608,HK,,,전남,신안,,,,,shell,,,,4190,120,Bae_et_al_2013,,,,
505,OR490,KSU-497,,미사리,,,Misari,,1,,37.57828,127.201773,HK,,,경기,하남,,,layer IV,,wood,,,,5100,140,Bae_et_al_2013,,,,
506,OR491,KSU-497,,미사리,,,Misari,,1,,37.57828,127.201773,HK,,,경기,하남,,,layer IV,,,,,,4950,140,Bae_et_al_2013,,,,
507,OR492,,,상노대도,,,Sangnodaedo,,1,,34.66963,128.246504,HK,,,경남,통영,,,layer V,,,,,,6430,180,Bae_et_al_2013,IC,,,
509,OR493,BETA-92374,,가도 패총,,,Gado,,3,해안선이 너무 심하게 변하여 정확한위치 추적 불능,35.96783,126.560351,HK,,,전북,군산,,,남서 Tr.2 점토층,,charcoal,,-26,,5460,60,Bae_et_al_2013,EC_or_MC,Early-->Middle,Park et al. 2001,
510,OR494,BETA-92372,,가도 패총,,,Gado,,3,해안선이 너무 심하게 변하여 정확한위치 추적 불능,35.96783,126.560351,HK,,,전북,군산,,,남서Tr.2 6패층,,charcoal,,-26.7,,4830,50,Bae_et_al_2013,LC,SUBPHASE also listed as middle in GA LEE 2011,Park et al. (2001).,
511,OR495,KCP 116,,가도 패총,,,Gado,,3,해안선이 너무 심하게 변하여 정확한위치 추적 불능,35.96783,126.560351,HK,,,전북,군산,,,S6-S7W3 7층,,,,,,4640,70,Bae_et_al_2013,,,,
512,OR496,Beta-92373,,가도 패총,,,Gado,,3,해안선이 너무 심하게 변하여 정확한위치 추적 불능,35.96783,126.560351,HK,,,전북,군산,,,S5W5 점토층,,charcoal,,-29.3,,4160,60,Bae_et_al_2013,EC_or_MC,Early-->Middle,,
513,OR497,Beta-92371,,가도 패총,,,Gado,,3,해안선이 너무 심하게 변하여 정확한위치 추적 불능,35.96783,126.560351,HK,,,전북,군산,,,S4W4 6패층,,charcoal,,-29.7,,4060,60,Bae_et_al_2013,LC,SUBPHASE also listed as middle in GA LEE 2011,Park et al. (2001).,
514,OR498,KCP 115,,가도 패총,,,Gado,,3,해안선이 너무 심하게 변하여 정확한위치 추적 불능,35.96783,126.560351,HK,,,전북,군산,,,S6-S7W2 6층,,,,,,3840,70,Bae_et_al_2013,FC,말기율리식(이중구연)토기,,STD corrected from 60 to 70
515,OR499,KCP 117,,가도 패총,,,Gado,,3,해안선이 너무 심하게 변하여 정확한위치 추적 불능,35.96783,126.560351,HK,,,전북,군산,,,S5-S6W2 8층,,,,,,3160,60,Bae_et_al_2013,FC,말기율리식(이중구연)토기,,
516,OR500,,,관산리,,,Gwansanri,,1,,36.40337,126.579359,HK,,,충남,보령,,,pit,,charcoal,,,,4810,80,Bae_et_al_2013,,,,
517,OR501,,,관산리,,,Gwansanri,,1,,36.40337,126.579359,HK,,,충남,보령,,,pit,,charcoal,,,,4770,60,Bae_et_al_2013,,,,
518,OR502,,,관산리,,,Gwansanri,,1,,36.40337,126.579359,HK,,,충남,보령,,,pit,,charcoal,,,,4740,70,Bae_et_al_2013,,,,
519,OR503,,,관산리,,,Gwansanri,,1,,36.40337,126.579359,HK,,,충남,보령,,,pit,,,,,,4210,130,Bae_et_al_2013,,,,
520,OR504,,,관창리,,,Gwanchangri,,1,,36.40337,126.579359,HK,,,충남,보령,,,2ho dwelling,,charcoal,,,,4690,90,Bae_et_al_2013,,,,
521,OR505,,,관창리,,,Gwanchangri,,1,,36.40337,126.579359,HK,,,충남,보령,,,47ho dwelling,,,,,,4620,90,Bae_et_al_2013,,,,
522,OR506,,,관창리,,,Gwanchangri,,1,,36.40337,126.579359,HK,,,충남,보령,,,2ho dwelling,,,,,,4450,70,Bae_et_al_2013,,,,
523,OR507,,,관창리,,,Gwanchangri,,1,,36.40337,126.579359,HK,,,충남,보령,,,47ho dwelling,,,,,,4140,110,Bae_et_al_2013,,,,
524,OR508,,,학암리,,,Hakamri,,1,,36.38211,126.948253,HK,,,충남,청양,,,주거지,,,,,,4415,54,Bae_et_al_2013,,,,
525,OR509,,,띄섬,,,Ddeuseom,,3,해안선이 너무 심하게 변하여 정확한위치 추적 불능,35.96319,126.559735,HK,,,충남,서천,,,I site B shell midden 3rd layer,,,,,,3020,60,Bae_et_al_2013,,,,
526,OR510,KCP 111,,띄섬,,,Ddeuseom,,3,해안선이 너무 심하게 변하여 정확한위치 추적 불능,35.96319,126.559735,HK,,,충남,서천,,,II site IV layer,,,,,,4280,60,Bae_et_al_2013,,,원광대박물관 2001:153.,
527,OR511,,,조동리,,,Judongri,,1,,37.0251,127.962891,HK,,,충북,충주,,,no.51 outdoor ground,,,,,,6200,40,Bae_et_al_2013,,,,
528,OR512,,,조동리,,,Judongri,,1,,37.0251,127.962891,HK,,,충북,충주,,,,,,,,,5540,40,Bae_et_al_2013,,,,
529,OR513,,,사송동2?,,,Sasongdong 2,,3,"정확한위치 추적불가, 지석묘군 위치 사용",37.42179,127.111894,HK,,,경기,성남?,,,Neolithic cultural layer,,,,,,4980,30,Bae_et_al_2013,,,,
530,OR514,KR06-007,,송월리,,,Songwolri,,3,"정확한 위치 확인불가, 삽교천근처로 임의 위치선정",36.56739,126.683271,HK,,,충남,홍성,,,dwelling,,charcoal,,,,4580,50,Bae_et_al_2013,,,"홍성 송월리 학계리 유적, 충청문화재연구원 2007",
531,OR515,KR06-008,,송월리,,,Songwolri,,3,"정확한 위치 확인불가, 삽교천근처로 임의 위치선정",36.56739,126.683271,HK,,,충남,홍성,,,dwelling,,charcoal,,,,4360,40,Bae_et_al_2013,,,"홍성 송월리 학계리 유적, 충청문화재연구원 2007",
532,OR516,Beta-188910,,상정리,,,Sangjeongri,,3,"정확한 위치 확인불가, 삽교천근처로 임의 위치선정",36.50357,126.615398,HK,,,충남,홍성,,,1st dwelling,,charcoal,,25.9,,4260,40,Bae_et_al_2013,,,"홍성 장척리 상정리 유적, 충청문화재연구원 2005",
533,OR517,Beta-188909,,상정리,,,Sangjeongri,,3,"정확한 위치 확인불가, 삽교천근처로 임의 위치선정",36.50357,126.615398,HK,,,충남,홍성,,,1st dwelling,,charcoal,,-28,,4490,110,Bae_et_al_2013,,,"홍성 장척리 상정리 유적, 충청문화재연구원 2005",uncal range corrected from 40 to 110
534,OR518,,,상서동,,,Sangseodong,,1,,36.42821,127.420099,HK,,,충남,대전,,,structure (1st pit),,charcoal,,,,4570,40,Bae_et_al_2013,,,,
535,OR519,,,송촌동,,,Songchondong,,3,정확한 위치 확인불가,36.36784,127.446352,HK,,,충남,대전,,,pit,,charcoal,,,,4470,50,Bae_et_al_2013,,,,
536,OR520,,,장재리 안강골,,,Anganggol-Jangjaeri,,3,정확한 위치 확인불가,36.79095,127.099967,HK,,,충남,아산,,,2nd dwelling,,charcoal,,,,4550,60,Bae_et_al_2013,,,,stand deviation is 50 according to SO
537,OR521,GX-27001,,봉명동,,,Bongmeyongdong,,1,,36.64485,127.457774,HK,,,충북,청주,,,4지구 1호주거지,,,,,,4490,100,Bae_et_al_2013,,,충북대박물관 2004:343-350,
538,OR522,,GX-?,노은동,,,Noeundong,,1,,36.37162,127.324383,HK,,,충남,대전,,,pit,,charcoal,,,,4430,60,Bae_et_al_2013,,,한남대박물관,
539,OR523,SNU08-191,,중산동2?,,,Jungsandong 2,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,2-1 dwelling,,,,-27.12,,4250,60,Bae_et_al_2013,,,고려문화재연구원 2009:174-187,
540,OR524,SNU08-197,,중산동2?,,,Jungsandong 2,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,7-1th dwelling,,,,-31.5,,4140,50,Bae_et_al_2013,,,고려문화재연구원 2009:174-187,
541,OR525,KCP527,,대죽리,,,Daejukri,,1,,36.99651,126.401434,HK,,,충남,서산,,,shell midden shell,,,,,,4170,60,Bae_et_al_2013,,,한서대박물관 2001:139-143.,
542,OR526,,,구례리,,,Guraeri,,3,정확한 위치 확인불가,37.63179,126.628826,HK,,,경기,김포,,,9th dwelling,,charcoal,,,,4020,50,Bae_et_al_2013,,,,
543,OR527,,,구례리,,,Guraeri,,3,정확한 위치 확인불가,37.63179,126.628826,HK,,,경기,김포,,,10th dwelling,,charcoal,,,,2710,40,Bae_et_al_2013,,,,
544,OR528,KCP592,,모이섬,,,Moiseom,,1,,37.64537,125.716858,HK,,,경기,김포,,,1st dwelling shell,,,,,,2790,60,Bae_et_al_2013,,,,
545,OR529,SNU02-074,,신월리,,,Shinworli,,1,,36.91401,127.449826,HK,,,충북,진천,,,dwelling,,charcoal,,,,3670,50,Bae_et_al_2013,,,,
546,OR530,KCP539,,소연평도,,,Soyeongpyeongdo,,1,,37.60969,125.711845,HK,,,경기,인천,,,2nd shell midden S25W50 pit shell,,,,,,4030,60,Bae_et_al_2013,,,국립문화재연구소 2002:293-303,
547,OR531,KCP540,,소연평도,,,Soyeongpyeongdo,,1,,37.60969,125.711845,HK,,,경기,인천,,,1st shell midden 1st shell,,,,,,3980,60,Bae_et_al_2013,,,국립문화재연구소 2002:293-303,
548,OR532,OWd09007,,운서동,,,Unseodong,,2,"운서동 1,2유적중 어느곳인지 확인불가",37.49224,126.494471,HK,,,경기,인천,,,House I-2-11,,,,-24,,4880,50,Summer_2016,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",
549,OR533,OWd09008,,운서동,,,Unseodong,,2,"운서동 1,2유적중 어느곳인지 확인불가",37.49224,126.494471,HK,,,경기,인천,,,House I-2-18,,,,-24.5,,4390,70,Summer_2016,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",
550,OR534,OWd09009,,운서동,,,Unseodong,,2,"운서동 1,2유적중 어느곳인지 확인불가",37.49224,126.494471,HK,,,경기,인천,,,House I-2-25,,,,-26,,4870,50,Summer_2016,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",
551,OR535,OWd09010,,운서동,,,Unseodong,,2,"운서동 1,2유적중 어느곳인지 확인불가",37.49224,126.494471,HK,,,경기,인천,,,House I-2-26,,,,-25.9,,4910,50,Summer_2016,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",
552,OR536,OWd09011,,운서동,,,Unseodong,,2,"운서동 1,2유적중 어느곳인지 확인불가",37.49224,126.494471,HK,,,경기,인천,,,House I-2-40,,,,-27.4,,4680,50,Summer_2016,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",
553,OR537,OWd09012,,운서동,,,Unseodong,,2,"운서동 1,2유적중 어느곳인지 확인불가",37.49224,126.494471,HK,,,경기,인천,,,House I-2-42,,,,-26.1,,4750,70,Summer_2016,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",
554,OR538,OWd09013,,운서동,,,Unseodong,,2,"운서동 1,2유적중 어느곳인지 확인불가",37.49224,126.494471,HK,,,경기,인천,,,House I-2-45,,,,-27.2,,4680,50,Summer_2016,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",
555,OR539,OWd09014,,운서동,,,Unseodong,,2,"운서동 1,2유적중 어느곳인지 확인불가",37.49224,126.494471,HK,,,경기,인천,,,House I-2-48,,,,-27.4,,4780,50,Summer_2016,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",
556,OR540,OWd09015,,운서동,,,Unseodong,,2,"운서동 1,2유적중 어느곳인지 확인불가",37.49224,126.494471,HK,,,경기,인천,,,House I-2-56,,,,-26.4,,4630,50,Summer_2016,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",
557,OR541,OWd09016,,운서동,,,Unseodong,,2,"운서동 1,2유적중 어느곳인지 확인불가",37.49224,126.494471,HK,,,경기,인천,,,Shellmound 1-1,,,,-26.3,,3600,50,Summer_2016,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",
558,OR542,OSa090036,,운서동,,,Unseodong,,2,"운서동 1,2유적중 어느곳인지 확인불가",37.49224,126.494471,HK,,,경기,인천,,,House I-2-14-upper layer,,,,-24.1,,4560,50,Summer_2016,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",
559,OR543,OSa090037,,운서동,,,Unseodong,,2,"운서동 1,2유적중 어느곳인지 확인불가",37.49224,126.494471,HK,,,경기,인천,,,House I-2-14-lower layer,,,,-22,,4930,50,Summer_2016,,,"인천 운서동 I 유적, 중앙문화재연구원 2010",
560,OR544,SNU12-197,,송학리 패총,,,Songhakri,,1,,36.38602,126.486336,HK,,,충남,보령,,,"신보령 1,2호기 1패총 II층 (N3W1)",,charcoal,,-26.51,,4240,40,Summer_2016,,,"보령 송학리 패총 유적, 한강문화재연구원 2014",
